movieId,tmdbId,userId,rating
1,862,529,3.0
1,862,533,5.0
1,862,534,4.0
1,862,541,3.0
1,862,544,3.0
1,862,550,4.0
1,862,555,4.0
1,862,559,5.0
1,862,560,3.0
1,862,561,4.0
1,862,562,4.5
1,862,567,3.5
1,862,570,4.0
1,862,572,4.0
1,862,573,5.0
1,862,579,4.0
1,862,580,3.0
1,862,584,5.0
1,862,587,5.0
1,862,590,4.0
1,862,596,4.0
1,862,597,4.0
1,862,599,3.0
1,862,600,2.5
1,862,601,4.0
1,862,603,4.0
1,862,604,3.0
1,862,605,4.0
1,862,606,2.5
1,862,607,4.0
1,862,608,2.5
1,862,609,3.0
1,862,610,5.0
2,8844,6,4.0
2,8844,8,4.0
2,8844,18,3.0
2,8844,19,3.0
2,8844,20,3.0
2,8844,21,3.5
2,8844,27,4.0
2,8844,51,4.5
2,8844,62,4.0
2,8844,68,2.5
2,8844,82,3.0
2,8844,91,3.0
2,8844,93,5.0
2,8844,94,4.0
2,8844,103,4.0
2,8844,104,3.0
2,8844,107,5.0
2,8844,112,1.5
2,8844,117,3.0
2,8844,122,4.0
2,8844,125,4.0
2,8844,135,3.0
2,8844,140,3.5
2,8844,144,3.0
2,8844,149,1.0
2,8844,153,2.0
2,8844,160,4.0
2,8844,169,4.0
2,8844,177,3.5
2,8844,186,4.0
2,8844,202,4.0
2,8844,217,2.0
2,8844,219,2.5
2,8844,221,3.5
2,8844,222,2.5
2,8844,226,3.0
2,8844,230,2.5
2,8844,232,4.0
2,8844,240,5.0
2,8844,249,4.0
2,8844,259,2.0
2,8844,274,3.5
2,8844,276,4.0
2,8844,284,4.0
2,8844,288,2.0
2,8844,294,3.0
2,8844,298,0.5
2,8844,299,3.0
2,8844,304,4.0
2,8844,305,3.5
2,8844,307,2.5
2,8844,308,3.0
2,8844,318,3.5
2,8844,321,5.0
2,8844,322,3.0
2,8844,323,4.0
2,8844,330,1.5
2,8844,347,3.0
2,8844,353,4.0
2,8844,357,3.0
2,8844,359,3.5
2,8844,373,3.0
2,8844,380,5.0
2,8844,381,4.0
2,8844,395,3.0
2,8844,411,4.0
2,8844,414,3.0
2,8844,425,3.0
2,8844,426,4.5
2,8844,432,4.0
2,8844,434,2.5
2,8844,436,4.0
2,8844,446,3.0
2,8844,447,5.0
2,8844,448,3.0
2,8844,458,4.0
2,8844,470,3.0
2,8844,474,3.0
2,8844,475,4.5
2,8844,476,4.0
2,8844,477,4.0
2,8844,480,3.0
2,8844,482,4.5
2,8844,483,4.0
2,8844,484,2.5
2,8844,489,2.5
2,8844,497,2.5
2,8844,501,3.0
2,8844,512,3.0
2,8844,517,3.0
2,8844,523,4.5
2,8844,525,3.5
2,8844,527,4.0
2,8844,534,4.5
2,8844,559,4.0
2,8844,561,4.0
2,8844,563,2.5
2,8844,566,4.0
2,8844,570,3.5
2,8844,573,4.5
2,8844,586,4.0
2,8844,590,2.5
2,8844,592,4.0
2,8844,594,4.0
2,8844,599,2.5
2,8844,600,4.0
2,8844,602,4.0
2,8844,604,5.0
2,8844,605,3.5
2,8844,608,2.0
3,15602,1,4.0
3,15602,6,5.0
3,15602,19,3.0
3,15602,32,3.0
3,15602,42,4.0
3,15602,43,5.0
3,15602,44,3.0
3,15602,51,4.0
3,15602,58,3.0
3,15602,64,3.5
3,15602,68,2.0
3,15602,91,3.0
3,15602,100,3.5
3,15602,102,5.0
3,15602,116,3.5
3,15602,117,3.0
3,15602,150,3.0
3,15602,151,3.0
3,15602,169,5.0
3,15602,179,4.0
3,15602,217,1.0
3,15602,226,3.5
3,15602,240,4.0
3,15602,269,4.0
3,15602,270,3.0
3,15602,288,4.0
3,15602,289,2.5
3,15602,294,1.0
3,15602,302,3.0
3,15602,307,3.5
3,15602,308,0.5
3,15602,321,3.0
3,15602,330,3.0
3,15602,337,4.0
3,15602,368,3.0
3,15602,410,4.0
3,15602,414,4.0
3,15602,448,3.0
3,15602,456,3.0
3,15602,470,3.0
3,15602,477,3.0
3,15602,480,2.5
3,15602,492,4.0
3,15602,501,5.0
3,15602,544,3.0
3,15602,552,1.0
3,15602,555,5.0
3,15602,588,3.0
3,15602,590,3.0
3,15602,594,4.0
3,15602,599,1.5
3,15602,608,2.0
4,31357,6,3.0
4,31357,14,3.0
4,31357,84,3.0
4,31357,162,3.0
4,31357,262,1.0
4,31357,411,2.0
4,31357,600,1.5
5,11862,6,5.0
5,11862,31,3.0
5,11862,43,5.0
5,11862,45,3.0
5,11862,58,4.0
5,11862,66,4.0
5,11862,68,2.0
5,11862,84,3.0
5,11862,103,4.0
5,11862,107,4.0
5,11862,111,3.5
5,11862,117,3.0
5,11862,120,4.0
5,11862,121,3.0
5,11862,147,4.5
5,11862,150,3.0
5,11862,169,5.0
5,11862,170,3.0
5,11862,181,3.0
5,11862,200,4.0
5,11862,229,3.0
5,11862,269,3.0
5,11862,270,3.0
5,11862,276,3.0
5,11862,288,2.0
5,11862,321,3.0
5,11862,337,4.0
5,11862,353,3.0
5,11862,389,4.0
5,11862,402,3.0
5,11862,414,2.0
5,11862,437,2.0
5,11862,448,3.0
5,11862,451,3.0
5,11862,456,3.0
5,11862,458,3.0
5,11862,470,3.0
5,11862,474,1.5
5,11862,483,2.5
5,11862,489,2.0
5,11862,490,0.5
5,11862,492,3.0
5,11862,501,3.0
5,11862,509,1.5
5,11862,521,3.0
5,11862,561,3.0
5,11862,590,2.0
5,11862,600,2.5
5,11862,604,3.0
6,949,1,4.0
6,949,6,4.0
6,949,11,5.0
6,949,18,4.0
6,949,23,4.0
6,949,24,4.5
6,949,28,3.5
6,949,32,3.0
6,949,44,3.0
6,949,45,4.0
6,949,57,3.0
6,949,62,4.5
6,949,64,4.5
6,949,68,4.0
6,949,79,4.0
6,949,82,3.5
6,949,84,4.0
6,949,91,5.0
6,949,102,3.0
6,949,105,4.0
6,949,109,3.0
6,949,112,4.5
6,949,117,3.0
6,949,121,5.0
6,949,140,5.0
6,949,150,4.0
6,949,160,2.0
6,949,166,3.5
6,949,181,3.0
6,949,182,4.5
6,949,191,4.0
6,949,195,4.0
6,949,199,4.0
6,949,202,5.0
6,949,217,2.0
6,949,219,3.5
6,949,220,3.5
6,949,239,5.0
6,949,244,5.0
6,949,266,4.0
6,949,269,5.0
6,949,270,3.0
6,949,274,4.0
6,949,282,4.0
6,949,286,4.5
6,949,294,3.0
6,949,297,5.0
6,949,305,3.5
6,949,308,1.0
6,949,312,4.0
6,949,313,3.0
6,949,314,3.0
6,949,317,5.0
6,949,318,4.0
6,949,325,4.0
6,949,336,4.0
6,949,337,5.0
6,949,339,4.0
6,949,353,4.0
6,949,362,4.0
6,949,368,4.0
6,949,372,5.0
6,949,373,5.0
6,949,380,5.0
6,949,385,3.0
6,949,386,3.0
6,949,389,5.0
6,949,391,4.0
6,949,400,5.0
6,949,414,3.0
6,949,425,4.0
6,949,434,4.0
6,949,437,5.0
6,949,438,5.0
6,949,444,4.0
6,949,451,4.0
6,949,469,3.0
6,949,470,3.0
6,949,474,3.0
6,949,480,4.0
6,949,486,5.0
6,949,492,3.0
6,949,493,4.0
6,949,501,3.0
6,949,521,4.0
6,949,524,4.0
6,949,532,5.0
6,949,553,5.0
6,949,559,5.0
6,949,561,4.0
6,949,573,4.5
6,949,577,4.0
6,949,580,4.0
6,949,588,5.0
6,949,590,3.5
6,949,592,3.0
6,949,597,3.0
6,949,599,4.5
6,949,602,3.0
6,949,603,4.0
6,949,604,3.0
6,949,610,5.0
7,11860,6,4.0
7,11860,14,3.0
7,11860,19,2.0
7,11860,31,4.0
7,11860,32,4.0
7,11860,33,1.0
7,11860,42,3.0
7,11860,43,5.0
7,11860,45,3.0
7,11860,51,4.0
7,11860,58,5.0
7,11860,68,2.0
7,11860,71,3.0
7,11860,84,3.0
7,11860,90,4.0
7,11860,95,3.0
7,11860,117,4.0
7,11860,150,3.0
7,11860,169,4.5
7,11860,177,1.0
7,11860,179,3.0
7,11860,181,3.0
7,11860,188,4.0
7,11860,199,3.0
7,11860,206,4.0
7,11860,257,1.0
7,11860,262,3.0
7,11860,270,3.0
7,11860,276,4.0
7,11860,280,4.5
7,11860,286,3.5
7,11860,304,4.0
7,11860,314,4.0
7,11860,337,3.0
7,11860,350,3.0
7,11860,411,3.0
7,11860,414,3.0
7,11860,451,3.0
7,11860,470,3.0
7,11860,474,3.0
7,11860,489,4.0
7,11860,492,3.0
7,11860,498,4.0
7,11860,501,4.0
7,11860,510,1.0
7,11860,513,3.0
7,11860,521,3.0
7,11860,529,2.0
7,11860,541,4.0
7,11860,566,4.0
7,11860,597,1.0
7,11860,599,2.5
7,11860,600,3.5
7,11860,606,2.5
8,45325,6,3.0
8,45325,20,1.0
8,45325,43,5.0
8,45325,274,3.0
8,45325,372,2.0
8,45325,414,3.0
8,45325,436,3.0
8,45325,501,3.0
9,9091,151,4.0
9,9091,179,3.0
9,9091,217,3.0
9,9091,269,2.0
9,9091,270,3.0
9,9091,337,5.0
9,9091,353,3.0
9,9091,364,3.0
9,9091,389,3.0
9,9091,402,3.0
9,9091,428,2.0
9,9091,437,3.0
9,9091,456,4.0
9,9091,464,2.5
9,9091,492,5.0
9,9091,599,1.5
10,710,6,3.0
10,710,8,2.0
10,710,11,3.0
10,710,19,2.0
10,710,21,5.0
10,710,26,3.0
10,710,31,4.0
10,710,34,5.0
10,710,42,5.0
10,710,43,4.0
10,710,46,3.0
10,710,56,4.0
10,710,57,3.0
10,710,59,3.0
10,710,63,3.0
10,710,68,4.5
10,710,81,1.0
10,710,82,3.5
10,710,84,3.0
10,710,91,3.5
10,710,93,4.0
10,710,94,3.0
10,710,99,4.0
10,710,104,3.0
10,710,117,3.0
10,710,119,4.0
10,710,136,5.0
10,710,144,3.0
10,710,160,1.0
10,710,166,4.5
10,710,170,3.0
10,710,173,3.0
10,710,174,3.0
10,710,176,5.0
10,710,178,4.0
10,710,181,2.0
10,710,182,3.5
10,710,186,4.0
10,710,192,5.0
10,710,195,4.0
10,710,200,4.5
10,710,202,4.0
10,710,208,2.0
10,710,217,4.0
10,710,219,4.5
10,710,220,4.0
10,710,226,4.0
10,710,229,4.0
10,710,232,3.0
10,710,235,2.0
10,710,240,3.0
10,710,243,5.0
10,710,244,5.0
10,710,248,3.5
10,710,262,2.0
10,710,274,4.0
10,710,282,3.5
10,710,284,4.0
10,710,288,3.0
10,710,292,3.5
10,710,294,3.0
10,710,301,4.0
10,710,304,4.0
10,710,307,2.5
10,710,313,4.0
10,710,314,3.0
10,710,322,4.0
10,710,331,3.0
10,710,334,3.5
10,710,340,4.0
10,710,347,4.0
10,710,349,4.0
10,710,353,3.0
10,710,354,3.5
10,710,361,3.5
10,710,368,3.0
10,710,372,3.0
10,710,376,4.5
10,710,380,5.0
10,710,385,3.0
10,710,386,3.0
10,710,387,3.5
10,710,391,3.0
10,710,395,3.0
10,710,408,4.5
10,710,411,3.0
10,710,414,3.0
10,710,419,3.5
10,710,425,3.0
10,710,434,3.5
10,710,438,4.0
10,710,441,4.5
10,710,446,3.0
10,710,447,3.0
10,710,448,4.0
10,710,452,4.0
10,710,453,2.0
10,710,458,4.0
10,710,462,3.0
10,710,469,2.0
10,710,470,3.0
10,710,476,3.0
10,710,480,4.0
10,710,483,2.0
10,710,485,4.0
10,710,486,4.0
10,710,489,2.5
10,710,498,3.0
10,710,501,4.0
10,710,517,0.5
10,710,520,4.0
10,710,522,4.5
10,710,524,4.0
10,710,531,4.0
10,710,534,4.0
10,710,541,4.0
10,710,557,4.5
10,710,559,3.0
10,710,566,3.0
10,710,569,4.0
10,710,570,3.5
10,710,573,4.5
10,710,580,3.5
10,710,584,5.0
10,710,588,3.0
10,710,590,3.5
10,710,592,3.0
10,710,597,3.0
10,710,599,3.5
10,710,602,3.0
10,710,608,4.0
10,710,609,4.0
11,9087,6,4.0
11,9087,8,4.0
11,9087,33,2.0
11,9087,35,4.0
11,9087,38,5.0
11,9087,42,5.0
11,9087,43,4.0
11,9087,45,3.0
11,9087,56,4.0
11,9087,57,3.0
11,9087,68,4.5
11,9087,84,4.0
11,9087,89,2.5
11,9087,94,3.0
11,9087,100,4.0
11,9087,107,5.0
11,9087,109,4.0
11,9087,113,3.0
11,9087,117,4.0
11,9087,121,4.0
11,9087,140,4.0
11,9087,156,3.0
11,9087,169,4.0
11,9087,174,5.0
11,9087,177,3.0
11,9087,181,5.0
11,9087,199,4.0
11,9087,201,4.0
11,9087,202,4.0
11,9087,235,4.0
11,9087,239,5.0
11,9087,263,4.0
11,9087,290,4.0
11,9087,304,5.0
11,9087,314,5.0
11,9087,322,4.0
11,9087,345,2.5
11,9087,347,4.0
11,9087,353,4.0
11,9087,357,3.5
11,9087,372,4.0
11,9087,373,2.0
11,9087,387,2.5
11,9087,404,4.0
11,9087,410,3.0
11,9087,411,4.0
11,9087,414,5.0
11,9087,438,4.0
11,9087,446,4.0
11,9087,455,4.0
11,9087,469,3.0
11,9087,474,2.5
11,9087,476,3.0
11,9087,489,1.5
11,9087,500,1.0
11,9087,501,3.0
11,9087,514,4.0
11,9087,530,4.0
11,9087,541,4.0
11,9087,566,5.0
11,9087,570,3.5
11,9087,579,3.0
11,9087,587,4.0
11,9087,590,3.0
11,9087,594,5.0
11,9087,597,3.0
11,9087,599,2.5
11,9087,602,3.0
11,9087,606,2.5
11,9087,607,3.0
12,12110,19,1.0
12,12110,44,1.0
12,12110,120,3.0
12,12110,151,3.0
12,12110,217,3.0
12,12110,273,1.0
12,12110,274,3.5
12,12110,276,4.0
12,12110,288,2.0
12,12110,294,1.0
12,12110,337,3.0
12,12110,350,3.0
12,12110,351,5.0
12,12110,380,4.0
12,12110,448,2.0
12,12110,492,3.0
12,12110,524,1.0
12,12110,571,1.0
12,12110,599,1.5
13,21032,6,3.0
13,21032,19,3.0
13,21032,20,4.0
13,21032,288,2.0
13,21032,304,4.0
13,21032,328,3.0
13,21032,476,3.0
13,21032,509,3.0
14,10858,84,4.0
14,10858,90,5.0
14,10858,109,4.0
14,10858,182,4.0
14,10858,206,4.0
14,10858,270,5.0
14,10858,302,4.0
14,10858,337,3.0
14,10858,372,4.0
14,10858,385,3.0
14,10858,437,3.0
14,10858,470,4.0
14,10858,474,3.0
14,10858,492,3.0
14,10858,521,4.0
14,10858,544,3.0
14,10858,602,5.0
14,10858,604,4.0
15,1408,6,4.0
15,1408,19,2.0
15,1408,93,4.0
15,1408,136,5.0
15,1408,284,4.0
15,1408,314,2.0
15,1408,414,2.0
15,1408,501,1.0
15,1408,541,3.0
15,1408,559,3.0
15,1408,592,4.0
15,1408,599,1.5
15,1408,606,3.5
16,524,6,4.0
16,524,18,4.5
16,524,28,2.5
16,524,42,5.0
16,524,61,4.0
16,524,64,5.0
16,524,68,3.5
16,524,88,4.5
16,524,91,4.5
16,524,100,4.5
16,524,103,5.0
16,524,105,4.5
16,524,109,4.0
16,524,111,4.5
16,524,112,4.5
16,524,121,5.0
16,524,136,5.0
16,524,162,5.0
16,524,177,3.0
16,524,181,3.0
16,524,182,5.0
16,524,187,4.0
16,524,191,4.0
16,524,195,4.0
16,524,201,4.0
16,524,226,4.5
16,524,239,4.5
16,524,240,3.0
16,524,257,3.5
16,524,261,4.0
16,524,266,5.0
16,524,274,4.5
16,524,282,4.0
16,524,287,2.0
16,524,289,4.5
16,524,298,4.0
16,524,303,2.5
16,524,305,4.5
16,524,307,4.5
16,524,310,1.0
16,524,311,2.5
16,524,312,4.0
16,524,317,5.0
16,524,330,3.5
16,524,332,3.5
16,524,337,4.0
16,524,339,4.5
16,524,357,3.5
16,524,362,4.0
16,524,368,4.0
16,524,372,4.0
16,524,373,4.0
16,524,380,3.0
16,524,385,3.0
16,524,386,4.0
16,524,405,4.0
16,524,413,5.0
16,524,414,3.0
16,524,427,4.0
16,524,437,5.0
16,524,444,4.0
16,524,446,3.0
16,524,448,5.0
16,524,453,3.0
16,524,462,3.5
16,524,464,4.5
16,524,474,4.0
16,524,480,4.0
16,524,482,2.0
16,524,483,4.0
16,524,501,3.0
16,524,510,1.0
16,524,514,3.5
16,524,553,5.0
16,524,580,4.5
16,524,585,5.0
16,524,588,4.0
16,524,599,3.0
16,524,602,3.0
16,524,603,4.0
16,524,608,4.5
16,524,610,4.5
17,4584,6,4.0
17,4584,31,3.0
17,4584,33,4.0
17,4584,38,3.0
17,4584,40,5.0
17,4584,54,3.0
17,4584,68,3.5
17,4584,71,1.0
17,4584,84,5.0
17,4584,90,5.0
17,4584,94,1.0
17,4584,100,4.5
17,4584,112,0.5
17,4584,117,3.0
17,4584,132,3.0
17,4584,144,4.0
17,4584,156,4.0
17,4584,162,5.0
17,4584,166,4.0
17,4584,173,4.0
17,4584,182,4.0
17,4584,191,5.0
17,4584,198,3.0
17,4584,206,5.0
17,4584,214,3.0
17,4584,227,3.5
17,4584,246,5.0
17,4584,262,3.0
17,4584,263,5.0
17,4584,266,1.0
17,4584,270,4.0
17,4584,275,5.0
17,4584,288,3.5
17,4584,301,4.0
17,4584,302,5.0
17,4584,304,3.0
17,4584,314,4.0
17,4584,323,3.5
17,4584,337,4.0
17,4584,346,4.0
17,4584,350,2.0
17,4584,357,5.0
17,4584,389,4.0
17,4584,404,4.0
17,4584,412,5.0
17,4584,414,4.0
17,4584,437,4.0
17,4584,445,3.5
17,4584,446,5.0
17,4584,451,5.0
17,4584,474,5.0
17,4584,488,5.0
17,4584,489,4.5
17,4584,501,3.0
17,4584,509,3.0
17,4584,517,0.5
17,4584,566,5.0
17,4584,572,5.0
17,4584,579,5.0
17,4584,590,3.5
17,4584,594,4.0
17,4584,597,3.0
17,4584,599,3.5
17,4584,600,3.5
17,4584,603,3.0
17,4584,604,4.0
17,4584,606,4.0
18,5,44,4.0
18,5,66,4.0
18,5,68,2.0
18,5,95,3.5
18,5,103,5.0
18,5,109,3.0
18,5,179,4.0
18,5,182,5.0
18,5,256,5.0
18,5,295,3.5
18,5,307,3.0
18,5,318,3.0
18,5,380,4.0
18,5,414,3.0
18,5,483,4.0
18,5,489,2.0
18,5,501,5.0
18,5,521,4.0
18,5,599,3.0
18,5,606,4.0
19,9273,6,2.0
19,9273,14,1.0
19,9273,19,2.0
19,9273,21,2.5
19,9273,40,2.0
19,9273,42,2.0
19,9273,45,4.5
19,9273,56,5.0
19,9273,58,1.0
19,9273,64,3.5
19,9273,66,3.0
19,9273,68,1.5
19,9273,91,2.0
19,9273,94,2.0
19,9273,100,1.0
19,9273,103,3.5
19,9273,112,4.0
19,9273,117,2.0
19,9273,121,2.0
19,9273,122,3.5
19,9273,136,3.0
19,9273,139,1.0
19,9273,141,2.0
19,9273,144,3.0
19,9273,156,3.0
19,9273,177,2.0
19,9273,179,3.0
19,9273,200,3.5
19,9273,217,1.0
19,9273,219,2.5
19,9273,222,3.5
19,9273,226,3.5
19,9273,229,3.0
19,9273,240,5.0
19,9273,249,3.5
19,9273,274,4.0
19,9273,276,4.0
19,9273,280,3.0
19,9273,284,4.0
19,9273,292,1.5
19,9273,294,2.0
19,9273,307,4.0
19,9273,308,1.0
19,9273,318,3.5
19,9273,321,3.0
19,9273,323,2.5
19,9273,325,2.0
19,9273,347,4.0
19,9273,353,4.0
19,9273,357,2.0
19,9273,369,4.0
19,9273,373,1.0
19,9273,376,2.0
19,9273,377,2.0
19,9273,379,2.0
19,9273,380,5.0
19,9273,381,2.5
19,9273,408,3.5
19,9273,428,1.0
19,9273,432,2.0
19,9273,438,3.0
19,9273,448,2.0
19,9273,470,3.0
19,9273,475,4.0
19,9273,477,3.0
19,9273,480,1.5
19,9273,483,3.5
19,9273,489,2.0
19,9273,495,4.5
19,9273,497,4.0
19,9273,509,4.0
19,9273,520,1.0
19,9273,524,3.0
19,9273,534,4.0
19,9273,541,2.0
19,9273,552,3.5
19,9273,555,3.0
19,9273,559,2.0
19,9273,565,3.0
19,9273,584,3.0
19,9273,590,2.0
19,9273,592,4.0
19,9273,599,3.0
19,9273,600,3.0
19,9273,602,2.0
19,9273,604,1.0
19,9273,606,2.0
19,9273,608,2.0
20,11517,78,3.0
20,11517,199,2.0
20,11517,217,2.0
20,11517,239,3.5
20,11517,249,3.5
20,11517,274,3.5
20,11517,284,1.0
20,11517,326,3.5
20,11517,386,2.0
20,11517,448,3.0
20,11517,464,4.0
20,11517,501,1.0
20,11517,524,2.0
20,11517,588,2.0
20,11517,599,1.5
21,8012,4,3.0
21,8012,5,4.0
21,8012,6,2.0
21,8012,8,4.0
21,8012,28,3.0
21,8012,32,4.0
21,8012,33,4.0
21,8012,35,5.0
21,8012,38,3.0
21,8012,40,4.0
21,8012,42,4.0
21,8012,45,4.0
21,8012,54,3.0
21,8012,57,3.0
21,8012,58,4.0
21,8012,66,4.0
21,8012,84,4.0
21,8012,91,4.0
21,8012,94,3.0
21,8012,102,3.0
21,8012,109,3.0
21,8012,112,2.0
21,8012,115,4.0
21,8012,117,4.0
21,8012,135,3.0
21,8012,140,4.0
21,8012,156,5.0
21,8012,181,2.0
21,8012,182,2.5
21,8012,191,4.0
21,8012,199,4.0
21,8012,216,3.0
21,8012,219,3.5
21,8012,229,4.0
21,8012,235,4.0
21,8012,239,4.0
21,8012,242,3.0
21,8012,262,3.0
21,8012,266,4.0
21,8012,273,5.0
21,8012,275,5.0
21,8012,284,3.0
21,8012,288,4.0
21,8012,294,3.0
21,8012,301,4.0
21,8012,302,4.0
21,8012,304,4.0
21,8012,307,2.5
21,8012,308,1.0
21,8012,314,3.0
21,8012,321,3.0
21,8012,356,3.5
21,8012,368,3.0
21,8012,372,3.0
21,8012,373,1.0
21,8012,379,2.0
21,8012,380,2.0
21,8012,385,5.0
21,8012,386,4.0
21,8012,404,3.0
21,8012,410,3.0
21,8012,411,4.0
21,8012,414,4.0
21,8012,438,3.5
21,8012,444,4.0
21,8012,446,3.0
21,8012,448,2.0
21,8012,453,3.0
21,8012,458,5.0
21,8012,462,4.0
21,8012,470,3.0
21,8012,474,4.0
21,8012,480,2.5
21,8012,486,4.0
21,8012,489,2.5
21,8012,501,3.0
21,8012,524,3.0
21,8012,555,4.0
21,8012,565,3.0
21,8012,566,4.0
21,8012,572,5.0
21,8012,587,4.0
21,8012,588,3.0
21,8012,592,3.0
21,8012,597,5.0
21,8012,599,4.0
21,8012,602,4.0
21,8012,603,5.0
21,8012,608,3.5
22,1710,6,5.0
22,1710,42,5.0
22,1710,58,3.0
22,1710,64,3.5
22,1710,91,3.5
22,1710,99,4.0
22,1710,121,3.0
22,1710,140,3.0
22,1710,160,1.0
22,1710,181,3.0
22,1710,217,3.0
22,1710,226,2.0
22,1710,274,3.5
22,1710,297,2.0
22,1710,307,2.0
22,1710,314,3.0
22,1710,323,3.0
22,1710,325,3.0
22,1710,353,5.0
22,1710,368,3.0
22,1710,373,3.0
22,1710,386,3.0
22,1710,411,3.0
22,1710,414,3.0
22,1710,428,2.5
22,1710,429,4.0
22,1710,474,3.0
22,1710,489,3.5
22,1710,504,3.5
22,1710,514,3.0
22,1710,541,4.0
22,1710,580,4.0
22,1710,584,4.0
22,1710,588,3.0
22,1710,602,3.0
22,1710,604,3.0
23,9691,28,1.5
23,9691,43,5.0
23,9691,99,4.0
23,9691,102,3.0
23,9691,136,5.0
23,9691,140,3.0
23,9691,182,3.5
23,9691,239,3.5
23,9691,274,3.5
23,9691,314,3.0
23,9691,414,2.0
23,9691,464,3.0
23,9691,483,3.0
23,9691,524,2.0
23,9691,599,1.0
23,9691,604,4.0
24,12665,6,4.0
24,12665,32,3.0
24,12665,71,2.0
24,12665,111,2.5
24,12665,181,3.0
24,12665,198,4.0
24,12665,201,4.0
24,12665,234,5.0
24,12665,263,3.0
24,12665,266,1.0
24,12665,274,3.5
24,12665,290,3.0
24,12665,307,2.0
24,12665,321,4.0
24,12665,337,5.0
24,12665,342,3.0
24,12665,414,3.0
24,12665,474,3.0
24,12665,477,4.0
24,12665,479,3.0
24,12665,483,2.5
24,12665,518,2.5
24,12665,555,5.0
24,12665,591,2.0
24,12665,592,4.0
24,12665,599,2.5
24,12665,600,2.0
24,12665,608,2.0
25,451,6,3.0
25,451,14,4.0
25,451,31,2.0
25,451,32,4.0
25,451,33,3.0
25,451,36,2.5
